Product ID,Week,Demand,Category,Price
P0002,2022-06-06,5332,Groceries,50.108
P0002,2022-06-13,5120,Groceries,44.682857142857145
P0002,2022-06-20,4206,Groceries,44.41428571428571
P0002,2022-06-27,2902,Groceries,39.94457142857143
P0002,2022-07-04,2606,Groceries,38.83685714285714
P0002,2022-07-11,2847,Groceries,37.999428571428574
P0002,2022-07-18,2631,Groceries,37.39371428571428
P0002,2022-07-25,4665,Groceries,46.108285714285714
P0002,2022-08-01,4217,Groceries,43.79342857142857
P0002,2022-08-08,4064,Groceries,43.01542857142857
P0002,2022-08-15,4927,Groceries,45.27942857142857
P0002,2022-08-22,4617,Groceries,44.68571428571428
P0002,2022-08-29,4525,Groceries,43.68571428571428
P0002,2022-09-05,3762,Groceries,41.88628571428571
P0002,2022-09-12,3745,Groceries,42.25857142857143
P0002,2022-09-19,3839,Groceries,42.25342857142857
P0002,2022-09-26,4096,Groceries,43.383428571428574
P0002,2022-10-03,4211,Groceries,42.594
P0002,2022-10-10,4293,Groceries,42.23228571428571
P0002,2022-10-17,3604,Groceries,43.140571428571434
P0002,2022-10-24,3704,Groceries,42.65542857142857
P0002,2022-10-31,3867,Groceries,42.96771428571428
P0002,2022-11-07,4164,Groceries,43.05171428571428
P0002,2022-11-14,4341,Groceries,44.10028571428571
P0002,2022-11-21,3805,Groceries,41.98771428571428
P0002,2022-11-28,4079,Groceries,42.158857142857144
P0002,2022-12-05,4307,Groceries,43.76542857142857
P0002,2022-12-12,4173,Groceries,43.556285714285714
P0002,2022-12-19,3649,Groceries,42.858285714285714
P0002,2022-12-26,3816,Groceries,45.00285714285714
P0002,2023-01-02,4105,Groceries,42.86485714285714
P0002,2023-01-09,4453,Groceries,43.963142857142856
P0002,2023-01-16,4395,Groceries,43.54714285714286
P0002,2023-01-23,3809,Groceries,45.242
P0002,2023-01-30,2784,Groceries,40.222
P0002,2023-02-06,2545,Groceries,38.814
P0002,2023-02-13,2842,Groceries,37.88685714285714
P0002,2023-02-20,2866,Groceries,39.36942857142857
P0002,2023-02-27,3658,Groceries,41.665142857142854
P0002,2023-03-06,4525,Groceries,43.75657142857143
P0002,2023-03-13,4634,Groceries,44.85285714285714
P0002,2023-03-20,4149,Groceries,43.921142857142854
P0002,2023-03-27,4497,Groceries,45.112857142857145
P0002,2023-04-03,3862,Groceries,40.23
P0002,2023-04-10,3236,Groceries,40.79685714285714
P0002,2023-04-17,2543,Groceries,38.30142857142857
P0002,2023-04-24,2593,Groceries,40.50142857142857
P0002,2023-05-01,3271,Groceries,39.47685714285714
P0002,2023-05-08,3838,Groceries,44.02428571428572
P0002,2023-05-15,4091,Groceries,43.12885714285714
P0002,2023-05-22,4336,Groceries,44.780857142857144
P0002,2023-05-29,4377,Groceries,43.05685714285714
P0002,2023-06-05,4075,Groceries,42.95028571428571
P0002,2023-06-12,4083,Groceries,43.90428571428571
P0002,2023-06-19,4475,Groceries,43.26771428571429
P0002,2023-06-26,4395,Groceries,43.441428571428574
P0002,2023-07-03,4846,Groceries,44.43142857142857
P0002,2023-07-10,4403,Groceries,45.07028571428572
P0002,2023-07-17,4364,Groceries,43.239714285714285
P0002,2023-07-24,4161,Groceries,44.360571428571426
P0002,2023-07-31,3955,Groceries,44.905142857142856
P0002,2023-08-07,5149,Groceries,43.75457142857143
P0002,2023-08-14,4443,Groceries,44.428
P0002,2023-08-21,4934,Groceries,45.57028571428572
P0002,2023-08-28,4258,Groceries,43.25714285714286
P0002,2023-09-04,3740,Groceries,41.31657142857143
P0002,2023-09-11,3973,Groceries,43.07971428571428
P0002,2023-09-18,3911,Groceries,42.27028571428571
P0002,2023-09-25,3907,Groceries,43.64714285714286
P0002,2023-10-02,4028,Groceries,42.203428571428574
P0002,2023-10-09,2538,Groceries,40.61085714285714
P0002,2023-10-16,2473,Groceries,37.35257142857142
P0002,2023-10-23,3690,Groceries,41.29971428571429
P0002,2023-10-30,3467,Groceries,41.72714285714286
P0002,2023-11-06,4030,Groceries,41.47257142857143
P0002,2023-11-13,3885,Groceries,42.16285714285714
P0002,2023-11-20,3442,Groceries,41.722
P0002,2023-11-27,3705,Groceries,42.49857142857143
P0002,2023-12-04,3848,Groceries,43.345142857142854
P0002,2023-12-11,4590,Groceries,46.297428571428576
P0002,2023-12-18,5023,Groceries,44.592285714285715
P0002,2023-12-25,2867,Groceries,39.26
P0002,2024-01-01,2698,Groceries,37.94171428571428
P0002,2024-01-08,3669,Groceries,44.11542857142857
P0002,2024-01-15,3091,Groceries,39.111714285714285
P0002,2024-01-22,3588,Groceries,39.97057142857143
P0002,2024-01-29,1006,Groceries,43.973
P0003,2021-12-27,1251,Furniture,81.967
P0003,2022-01-03,4263,Furniture,78.94457142857142
P0003,2022-01-10,4170,Furniture,78.554
P0003,2022-01-17,3816,Furniture,79.65914285714287
P0003,2022-01-24,3708,Furniture,79.36628571428572
P0003,2022-01-31,3845,Furniture,78.91914285714286
P0003,2022-02-07,4661,Furniture,79.35285714285715
P0003,2022-02-14,4105,Furniture,77.98514285714286
P0003,2022-02-21,3600,Furniture,78.7537142857143
P0003,2022-02-28,3847,Furniture,79.57228571428571
P0003,2022-03-07,4723,Toys,84.56628571428571
P0003,2022-03-14,4704,Furniture,81.282
P0003,2022-03-21,4210,Toys,77.86542857142857
P0003,2022-03-28,3964,Furniture,76.51914285714285
P0003,2022-04-04,4404,Furniture,80.27342857142858
P0003,2022-04-11,4137,Furniture,76.82457142857143
P0003,2022-04-18,3673,Furniture,75.38085714285714
P0003,2022-04-25,2210,Furniture,70.17228571428572
P0003,2022-05-02,2435,Furniture,68.56457142857144
P0003,2022-05-09,2591,Furniture,67.95685714285715
P0003,2022-05-16,2386,Furniture,66.89971428571428
P0003,2022-05-23,3087,Toys,74.58457142857144
P0003,2022-05-30,3727,Furniture,79.88428571428571
P0003,2022-06-06,4052,Toys,75.82485714285714
P0003,2022-06-13,4053,Furniture,77.74114285714286
P0003,2022-06-20,4239,Furniture,78.94628571428571
P0003,2022-06-27,2485,Furniture,72.06371428571428
P0003,2022-07-04,2511,Toys,67.6257142857143
P0003,2022-07-11,2335,Furniture,67.21257142857144
P0003,2022-07-18,2525,Furniture,65.85457142857142
P0003,2022-07-25,3937,Furniture,80.48171428571429
P0003,2022-08-01,4233,Furniture,78.03828571428572
P0003,2022-08-08,3645,Furniture,77.66457142857142
P0003,2022-08-15,3893,Furniture,76.95428571428572
P0003,2022-08-22,4521,Furniture,83.79628571428572
P0003,2022-08-29,4909,Furniture,83.78742857142856
P0003,2022-09-05,3971,Furniture,78.61285714285714
P0003,2022-09-12,3484,Furniture,78.28628571428571
P0003,2022-09-19,3735,Furniture,73.9902857142857
P0003,2022-09-26,3831,Furniture,77.49799999999999
P0003,2022-10-03,3587,Furniture,79.37485714285714
P0003,2022-10-10,3999,Furniture,78.48257142857142
P0003,2022-10-17,3823,Furniture,79.16314285714286
P0003,2022-10-24,3415,Toys,74.89828571428572
P0003,2022-10-31,3986,Furniture,76.33428571428571
P0003,2022-11-07,3281,Toys,76.74457142857143
P0003,2022-11-14,3798,Furniture,75.912
P0003,2022-11-21,3702,Furniture,78.586
P0003,2022-11-28,4020,Furniture,80.40742857142857
P0003,2022-12-05,3792,Furniture,77.88114285714286
P0003,2022-12-12,4554,Furniture,80.58771428571428
P0003,2022-12-19,3447,Toys,75.50342857142857
P0003,2022-12-26,4041,Furniture,81.00685714285714
P0003,2023-01-02,4107,Furniture,81.42742857142858
P0003,2023-01-09,4303,Furniture,80.506
P0003,2023-01-16,4177,Furniture,78.85
P0003,2023-01-23,4030,Furniture,79.45885714285714
P0003,2023-01-30,2387,Furniture,66.63600000000001
P0003,2023-02-06,2384,Furniture,68.16514285714287
P0003,2023-02-13,2550,Toys,66.12342857142858
P0003,2023-02-20,2060,Toys,69.45314285714286
P0003,2023-02-27,3632,Furniture,75.38971428571428
P0003,2023-03-06,4249,Toys,78.33228571428572
P0003,2023-03-13,4237,Furniture,77.66485714285714
P0003,2023-03-20,3687,Furniture,79.44285714285714
P0003,2023-03-27,3692,Furniture,78.54
P0003,2023-04-03,3952,Toys,75.60542857142858
P0003,2023-04-10,2923,Furniture,71.86371428571428
P0003,2023-04-17,2221,Furniture,65.44885714285715
P0003,2023-04-24,2152,Furniture,66.75800000000001
P0003,2023-05-01,2400,Furniture,67.03114285714287
P0003,2023-05-08,2363,Toys,67.72485714285715
P0003,2023-05-15,4103,Furniture,80.49057142857143
P0003,2023-05-22,4287,Toys,78.34942857142858
P0003,2023-05-29,3751,Furniture,82.19714285714286
P0003,2023-06-05,4071,Furniture,75.46685714285715
P0003,2023-06-12,3887,Toys,80.11514285714286
P0003,2023-06-19,4484,Toys,80.72342857142857
P0003,2023-06-26,3910,Furniture,78.42714285714285
P0003,2023-07-03,4361,Toys,84.75457142857142
P0003,2023-07-10,3821,Furniture,75.97485714285715
P0003,2023-07-17,3773,Furniture,76.85199999999999
P0003,2023-07-24,3918,Furniture,80.19028571428571
P0003,2023-07-31,4234,Furniture,79.18057142857144
P0003,2023-08-07,4139,Toys,80.56914285714286
P0003,2023-08-14,3472,Furniture,79.01057142857142
P0003,2023-08-21,4168,Furniture,77.69685714285714
P0003,2023-08-28,3606,Furniture,76.644
P0003,2023-09-04,4440,Toys,77.90857142857142
P0003,2023-09-11,3771,Furniture,79.81057142857142
P0003,2023-09-18,3446,Furniture,74.68257142857142
P0003,2023-09-25,3527,Furniture,79.22657142857142
P0003,2023-10-02,3618,Furniture,76.71142857142857
P0003,2023-10-09,2304,Toys,67.96314285714286
P0003,2023-10-16,2441,Toys,66.33171428571428
P0003,2023-10-23,3560,Furniture,77.016
P0003,2023-10-30,3179,Furniture,76.82885714285713
P0003,2023-11-06,4013,Furniture,75.43228571428571
P0003,2023-11-13,4157,Furniture,79.134
P0003,2023-11-20,3595,Furniture,77.76628571428571
P0003,2023-11-27,4369,Furniture,80.26742857142858
P0003,2023-12-04,4128,Furniture,77.98685714285715
P0003,2023-12-11,4024,Furniture,79.28
P0003,2023-12-18,4013,Furniture,78.35714285714286
P0003,2023-12-25,2333,Furniture,69.05428571428571
P0003,2024-01-01,2507,Furniture,68.62228571428572
P0003,2024-01-08,2958,Furniture,69.87628571428571
P0003,2024-01-15,2687,Furniture,71.258
P0003,2024-01-22,4240,Furniture,78.97257142857143
P0003,2024-01-29,1060,Furniture,80.16900000000001
P0004,2021-12-27,865,Groceries,40.745999999999995
P0004,2022-01-03,3065,Groceries,39.900571428571425
P0004,2022-01-10,3812,Groceries,42.67942857142857
P0004,2022-01-17,3869,Groceries,46.478857142857144
P0004,2022-01-24,3654,Groceries,46.64371428571428
P0004,2022-01-31,4563,Groceries,47.41428571428571
P0004,2022-02-07,3837,Groceries,43.95942857142857
P0004,2022-02-14,2784,Groceries,40.614285714285714
P0004,2022-02-21,4161,Groceries,46.419714285714285
P0004,2022-02-28,4129,Groceries,46.144
P0004,2022-03-07,4797,Groceries,44.61914285714286
P0004,2022-03-14,4453,Groceries,48.048
P0004,2022-03-21,4034,Groceries,44.31314285714286
P0004,2022-03-28,4189,Groceries,49.18228571428572
P0004,2022-04-04,4391,Groceries,44.45
P0004,2022-04-11,4309,Groceries,48.127428571428574
P0004,2022-04-18,3612,Groceries,43.66771428571429
P0004,2022-04-25,2567,Groceries,40.36228571428572
P0004,2022-05-02,2684,Groceries,37.499428571428574
P0004,2022-05-09,3012,Groceries,39.202
P0004,2022-05-16,2751,Groceries,41.01914285714286
P0004,2022-05-23,3514,Groceries,44.15828571428571
P0004,2022-05-30,4329,Groceries,47.612857142857145
P0004,2022-06-06,5101,Groceries,46.68085714285714
P0004,2022-06-13,4902,Groceries,47.64514285714286
P0004,2022-06-20,5759,Groceries,53.57942857142857
P0004,2022-06-27,3677,Groceries,41.84457142857143
P0004,2022-07-04,3095,Groceries,41.06314285714286
P0004,2022-07-11,3081,Groceries,40.606
P0004,2022-07-18,3182,Groceries,40.72142857142857
P0004,2022-07-25,4824,Groceries,49.760285714285715
P0004,2022-08-01,5160,Groceries,49.851142857142854
P0004,2022-08-08,4946,Groceries,46.67314285714286
P0004,2022-08-15,5619,Groceries,50.086571428571425
P0004,2022-08-22,4848,Groceries,48.19942857142857
P0004,2022-08-29,4071,Groceries,46.907714285714285
P0004,2022-09-05,3941,Groceries,44.696285714285715
P0004,2022-09-12,4166,Groceries,45.82514285714286
P0004,2022-09-19,3985,Groceries,46.37771428571428
P0004,2022-09-26,4393,Groceries,45.41314285714286
P0004,2022-10-03,4014,Groceries,46.69057142857143
P0004,2022-10-10,4640,Groceries,48.193999999999996
P0004,2022-10-17,4161,Groceries,43.77171428571429
P0004,2022-10-24,4176,Groceries,47.76457142857143
P0004,2022-10-31,4550,Groceries,49.10857142857143
P0004,2022-11-07,4341,Groceries,46.60914285714286
P0004,2022-11-14,3787,Groceries,43.95914285714286
P0004,2022-11-21,3010,Groceries,42.85628571428572
P0004,2022-11-28,3777,Groceries,44.92914285714286
P0004,2022-12-05,3916,Groceries,46.501999999999995
P0004,2022-12-12,4125,Groceries,47.616571428571426
P0004,2022-12-19,4462,Groceries,46.242
P0004,2022-12-26,4501,Groceries,48.879714285714286
P0004,2023-01-02,4521,Groceries,48.994285714285716
P0004,2023-01-09,4029,Groceries,44.106
P0004,2023-01-16,4085,Groceries,46.278285714285715
P0004,2023-01-23,3586,Groceries,44.744
P0004,2023-01-30,2537,Groceries,39.84685714285714
P0004,2023-02-06,2466,Groceries,38.926
P0004,2023-02-13,2492,Groceries,39.358
P0004,2023-02-20,2646,Groceries,37.917428571428566
P0004,2023-02-27,3778,Groceries,44.11314285714286
P0004,2023-03-06,4523,Groceries,45.01714285714286
P0004,2023-03-13,4414,Groceries,47.171142857142854
P0004,2023-03-20,4177,Groceries,46.04942857142857
P0004,2023-03-27,3531,Groceries,46.09342857142857
P0004,2023-04-03,4063,Groceries,46.72542857142857
P0004,2023-04-10,3403,Groceries,40.227714285714285
P0004,2023-04-17,2853,Groceries,40.758
P0004,2023-04-24,2466,Groceries,39.88657142857143
P0004,2023-05-01,2875,Groceries,39.999428571428574
P0004,2023-05-08,3223,Groceries,40.428285714285714
P0004,2023-05-15,4140,Groceries,46.33
P0004,2023-05-22,4031,Groceries,46.18714285714285
P0004,2023-05-29,4139,Groceries,46.69428571428571
P0004,2023-06-05,5176,Groceries,52.03885714285714
P0004,2023-06-12,5340,Groceries,47.702285714285715
P0004,2023-06-19,5118,Groceries,51.000571428571426
P0004,2023-06-26,4960,Groceries,47.98685714285714
P0004,2023-07-03,4937,Groceries,48.16257142857143
P0004,2023-07-10,5397,Groceries,48.745714285714286
P0004,2023-07-17,4747,Groceries,48.99028571428572
P0004,2023-07-24,5152,Groceries,48.749428571428574
P0004,2023-07-31,4820,Groceries,48.20485714285714
P0004,2023-08-07,4756,Groceries,47.866571428571426
P0004,2023-08-14,5789,Groceries,49.499428571428574
P0004,2023-08-21,5401,Groceries,52.528285714285715
P0004,2023-08-28,4156,Groceries,46.81428571428572
P0004,2023-09-04,3933,Groceries,45.87114285714286
P0004,2023-09-11,4315,Groceries,45.116571428571426
P0004,2023-09-18,4607,Groceries,45.19828571428572
P0004,2023-09-25,3893,Groceries,46.26228571428572
P0004,2023-10-02,3590,Groceries,43.254285714285714
P0004,2023-10-09,2406,Groceries,38.76942857142857
P0004,2023-10-16,2989,Groceries,40.224000000000004
P0004,2023-10-23,3783,Groceries,44.83314285714286
P0004,2023-10-30,3724,Groceries,43.46714285714285
P0004,2023-11-06,4042,Groceries,45.962
P0004,2023-11-13,4310,Groceries,46.51942857142857
P0004,2023-11-20,4270,Groceries,45.50714285714286
P0004,2023-11-27,4088,Groceries,45.011428571428574
P0004,2023-12-04,4274,Groceries,47.61628571428571
P0004,2023-12-11,4134,Groceries,45.27342857142857
P0004,2023-12-18,4656,Groceries,47.08457142857143
P0004,2023-12-25,2987,Groceries,41.63514285714286
P0004,2024-01-01,2435,Groceries,39.94057142857143
P0004,2024-01-08,4441,Groceries,46.78257142857143
P0004,2024-01-15,4838,Groceries,48.11342857142857
P0004,2024-01-22,4450,Groceries,46.54942857142857
P0004,2024-01-29,1022,Groceries,44.519
P0005,2021-12-27,1107,Clothing,55.718999999999994
P0005,2022-01-03,3703,Clothing,50.76971428571429
P0005,2022-01-10,4343,Clothing,51.394
P0005,2022-01-17,4014,Clothing,50.767714285714284
P0005,2022-01-24,3446,Clothing,51.11885714285714
P0005,2022-01-31,3976,Clothing,52.49485714285714
P0005,2022-02-07,3937,Clothing,51.574
P0005,2022-02-14,4490,Clothing,53.83457142857143
P0005,2022-02-21,4254,Clothing,51.24542857142857
P0005,2022-02-28,3963,Clothing,52.271142857142856
P0005,2022-03-07,2813,Clothing,45.05114285714286
P0005,2022-03-14,3294,Clothing,48.38142857142857
P0005,2022-03-21,4454,Clothing,51.34428571428571
P0005,2022-03-28,3977,Clothing,51.802
P0005,2022-04-04,3812,Clothing,51.57342857142857
P0005,2022-04-11,4275,Clothing,52.60028571428571
P0005,2022-04-18,3612,Clothing,48.34257142857143
P0005,2022-04-25,2458,Clothing,44.73885714285715
P0005,2022-05-02,2435,Clothing,46.07142857142857
P0005,2022-05-09,2685,Clothing,48.28028571428571
P0005,2022-05-16,2477,Clothing,46.77342857142857
P0005,2022-05-23,3534,Clothing,47.21628571428571
P0005,2022-05-30,3940,Clothing,51.819428571428574
P0005,2022-06-06,4403,Clothing,52.93942857142857
P0005,2022-06-13,4598,Clothing,51.10485714285714
P0005,2022-06-20,3856,Clothing,53.004
P0005,2022-06-27,2752,Clothing,48.590857142857146
P0005,2022-07-04,2529,Clothing,47.40714285714286
P0005,2022-07-11,3123,Clothing,47.370285714285714
P0005,2022-07-18,2483,Clothing,44.779714285714284
P0005,2022-07-25,4368,Clothing,51.60457142857143
P0005,2022-08-01,4119,Clothing,53.210857142857144
P0005,2022-08-08,3985,Clothing,52.648
P0005,2022-08-15,4898,Clothing,54.28485714285714
P0005,2022-08-22,4405,Clothing,52.994571428571426
P0005,2022-08-29,3737,Clothing,50.976
P0005,2022-09-05,3639,Clothing,54.22857142857143
P0005,2022-09-12,3997,Clothing,51.66314285714286
P0005,2022-09-19,3741,Clothing,50.04942857142857
P0005,2022-09-26,3534,Clothing,51.43114285714285
P0005,2022-10-03,3403,Clothing,50.142
P0005,2022-10-10,4156,Clothing,50.06857142857143
P0005,2022-10-17,3822,Clothing,52.07857142857143
P0005,2022-10-24,4037,Clothing,52.21057142857143
P0005,2022-10-31,3924,Clothing,51.25885714285714
P0005,2022-11-07,3963,Clothing,51.086571428571425
P0005,2022-11-14,3850,Clothing,51.456
P0005,2022-11-21,4126,Clothing,50.862
P0005,2022-11-28,3451,Clothing,51.609428571428566
P0005,2022-12-05,4442,Clothing,52.03742857142857
P0005,2022-12-12,4488,Clothing,52.644285714285715
P0005,2022-12-19,4260,Clothing,52.48
P0005,2022-12-26,4213,Clothing,54.504285714285714
P0005,2023-01-02,4151,Clothing,52.22657142857143
P0005,2023-01-09,4712,Clothing,53.82
P0005,2023-01-16,5518,Clothing,62.218
P0005,2023-01-23,3998,Clothing,53.26314285714286
P0005,2023-01-30,2254,Clothing,46.49314285714286
P0005,2023-02-06,2857,Clothing,44.958285714285715
P0005,2023-02-13,2530,Clothing,44.74514285714285
P0005,2023-02-20,2572,Clothing,45.45914285714286
P0005,2023-02-27,3929,Clothing,49.08942857142858
P0005,2023-03-06,4543,Clothing,52.956
P0005,2023-03-13,4187,Clothing,54.36
P0005,2023-03-20,4085,Clothing,51.644571428571425
P0005,2023-03-27,4013,Clothing,51.87228571428572
P0005,2023-04-03,3572,Clothing,50.594857142857144
P0005,2023-04-10,2754,Clothing,47.64342857142857
P0005,2023-04-17,2598,Clothing,46.050285714285714
P0005,2023-04-24,3304,Clothing,48.564
P0005,2023-05-01,2771,Clothing,46.424
P0005,2023-05-08,3037,Clothing,46.826571428571434
P0005,2023-05-15,4032,Clothing,54.08
P0005,2023-05-22,4153,Clothing,50.56542857142857
P0005,2023-05-29,3967,Clothing,52.99971428571428
P0005,2023-06-05,4489,Clothing,53.59142857142857
P0005,2023-06-12,4252,Clothing,52.001714285714286
P0005,2023-06-19,4806,Clothing,54.10885714285714
P0005,2023-06-26,4302,Clothing,53.80342857142857
P0005,2023-07-03,4485,Clothing,53.08085714285714
P0005,2023-07-10,4448,Clothing,54.248000000000005
P0005,2023-07-17,4350,Clothing,48.642
P0005,2023-07-24,4035,Clothing,52.896857142857144
P0005,2023-07-31,4523,Clothing,52.07057142857143
P0005,2023-08-07,4099,Clothing,52.267999999999994
P0005,2023-08-14,3737,Clothing,52.90571428571429
P0005,2023-08-21,4106,Clothing,50.86685714285714
P0005,2023-08-28,3856,Clothing,51.699714285714286
